 Record  ,     Date/Time ,   X-Act ,   Y-Act ,  % Head Down,   Temp 
     5452 , 42176.38541667,       20,       57,         94.7,   21.5
     5453 , 42176.38888889,       40,      134,         76.0,   22.0
     5454 , 42176.39236111,       10,      105,         93.3,   22.0
     5455 , 42176.39583333,        8,       97,         85.3,   22.5
     5456 , 42176.39930556,       12,       34,         94.0,   22.5
     5457 , 42176.40277778,        2,        0,        100.0,   23.0
     5458 , 42176.40625000,       10,        0,        100.0,   23.5
     5459 , 42176.40972222,        2,        4,        100.0,   23.5
     5460 , 42176.41319444,        6,       16,         99.3,   24.0
     5461 , 42176.41666667,       14,        0,        100.0,   24.0
     5462 , 42176.42013889,       12,        0,        100.0,   24.0
     5463 , 42176.42361111,       12,       18,         87.3,   24.5
     5464 , 42176.42708333,       24,       12,         99.3,   24.5
     5465 , 42176.43055556,        8,       20,         95.3,   24.5
     5466 , 42176.43402778,       34,       14,         94.0,   24.0
     5467 , 42176.43750000,       42,       38,         84.7,   23.5
     5468 , 42176.44097222,       40,       35,         90.7,   23.5
     5469 , 42176.44444444,        4,       15,         98.0,   23.5
     5470 , 42176.44791667,        8,       25,         46.7,   23.5
     5471 , 42176.45138889,        0,        2,          0.0,   24.0
     5472 , 42176.45486111,        0,        0,          0.0,   24.0
     5473 , 42176.45833333,        0,        4,          1.3,   24.5
     5474 , 42176.46180556,        2,       16,          4.7,   25.0
     5475 , 42176.46527778,        6,       14,          1.3,   25.0
     5476 , 42176.46875000,       20,       21,         59.3,   25.5
     5477 , 42176.47222222,       16,      119,         57.3,   25.5
     5478 , 42176.47569444,        4,       21,         97.3,   25.5
